"ClaimNumber","LossCause","InsuredAge"
"98dc62f8c7e54e48e5a48aaa261b8c90","Collision with fixed object",28
"98e378054693b15c5094f90c149be82b","Collision with motor vehicle",39
"98e845da658a9720990381824100a0fd","Collision with motor vehicle",43
"98f136b087e50c80e72055fd7a06eb2c","Collision with motor vehicle",61
"98f29c8c22f1d73ad15c2e8e9c8b36ea","Collision with motor vehicle",79
"98f7cdb518ffc471e22ee51506547f4b","Collision with motor vehicle",59
"98f9addaaf575fd21f0e201681357b76","Collision with motor vehicle",42
"98fcac40213227d74777ed0158612e1f","Collision with motor vehicle",57
"9902723db3c0c56324fdbec799d5a448","Collision with motor vehicle",73
"9903906ca8f766a275a06c65a79785e4","Collision with motor vehicle",86
"9907866b01e7c843b9604d2afa7ffe22","Collision with motor vehicle",76
"99090bafea14a3adac44b08fccd5a7e3","Collision with motor vehicle",74
"990aa810118f4b946d663f85820bd5ec","Collision with motor vehicle",60
"990f55a7973a006491fa8a80bfbf8ceb","Collision with motor vehicle",70
"992ba5413719459835626bfe447e75fb","Collision with pedestrian",75
"992c432ee9b7d13e8cad04d9a9ebd6df","Collision with motor vehicle",50
"99381854185676390c647b2a72d207be","Collision with motor vehicle",60
"9939e26ec9b86618e667ab8147f53917","Collision with fixed object",55
"993b7e1856baa250a4a54a7f9a7c33a6","Collision with motor vehicle",21
"993e0a4ac55af9078677405605731329","Collision with fixed object",37
"99414e21eaa6457038f81ab53e702286","Collision with motor vehicle",63
"994af60086f9570b05e445d2c9cdf383","Collision with motor vehicle",57
"995845fe16ddf42759260053236bfbc2","Collision with motor vehicle",62
"995cceb8284dea9011a8eb76e3329721","Collision with motor vehicle",36
"995d7347680766a93be51abe90693758","Collision with motor vehicle",86
"996199dec8407c9c28a6be5ee0de1327","Rollover",63
"996c91eadc81e2988101705ff8af2951","Collision with motor vehicle",42
"996cea9d2e3794058d7f707139a14046","All other",65
"996d117a2369837bb7dea86c0e40df03","Collision with motor vehicle",50
"99704a509de27cf5f3864c621070d053","Collision with motor vehicle",66
"9972320ac9d6c25e3f6c79d6f2f4adeb","Collision with fixed object",89
"997596ba36ebd28193be859e558722fe","Collision with fixed object",35
"9975f879cf64ef9b14776f4173e5cda3","Collision with motor vehicle",62
"9979cfde92d119ad4ebdd1a4a3830bf2","Collision with motor vehicle",80
"997e14eb8b0bbb7749deda4c235cd5c9","Collision with pedestrian",53
"9983ed4ecf590f3feae061994b739e2c","Collision with motor vehicle",59
"99889c60fe87cf9fd0e02e84ab2bd4c8","Collision with motor vehicle",57
"998e3d9eab6c7ee86f40768cbd1262cf","Collision with motor vehicle",52
"9995d513c050e84cdd2238438fdb118e","Collision with motor vehicle",76
"999bff1d33ad14a9cf58756e74679676","Collision with motor vehicle",76
"999f72a899381e2119e76139a1ab0597","Collision with motor vehicle",38
"99a12f01a1147c56169407fd2f6c0522","Collision with motor vehicle",47
"99cf2e37b95b496913a120a0980c93ab","Collision with motor vehicle",73
"99d3e96bd534c8a5fde2b9b275dfa903","Collision with fixed object",42
"99d46b9203af0fbb938d7d7b62db695f","Collision with other object",54
"99d510d4842c0ba2977ee2b926e7499f","Collision with motor vehicle",44
"99dbb7e7686fd0ab436836094a2058ef","Collision with motor vehicle",67
"99dc3599c704e03070dd36ccfb8ec2ed","Collision with pedestrian",71
"99e0086b5478b0cc6ebe9ca9430246cc","Collision with motor vehicle",66
"99e0367305c5d213a11a9f2020ac20b2","Collision with motor vehicle",38
"99e86364660bdb862e13477da4655337","Collision with pedestrian",49
"99f0a3e208fce8d35b32806f76c280af","All other",43
"99f736b51026ff172e4177434e6a2594","Collision with motor vehicle",40
"99f96cb67b3a588cc94af0f1e3236170","Collision with motor vehicle",58
"9a0567709d3187bca7b2b2e3c7013cd1","Collision with motor vehicle",71
"9a0623ef38c3b4ad2553ac5455b59918","Collision with fixed object",65
"9a1a41f8b0bad3edd346c1ff8319852b","Collision with motor vehicle",36
"9a22193f93f884305b1bf0ec76e9f93a","Collision with motor vehicle",34
"9a242e58fbde4579b459774080b9621b","Collision with motor vehicle",83
"9a29bc5165e6946e9b35f51642934f98","Collision with motor vehicle",44
"9a3295364e7031ab1ff2e35d5cf41c1d","Collision with motor vehicle",83
"9a37db28c67e0eff2d71f5d7fa3759e9","Collision with motor vehicle",51
"9a3a2bc1128b1281743940a2d564c68d","Collision with motor vehicle",43
"9a3d3a291ead699079e69239514df12b","Collision with motor vehicle",47
"9a455da6c731da3dbce65bf537dea524","Collision with motor vehicle",77
"9a4a169ab5135204ad3df075b446acea","Collision with motor vehicle",83
"9a4c460ddbb56373a8d404cd06f49ee8","Collision with motorcycle",58
"9a4cacac917a9556d12362e98408a4fb","Collision with motor vehicle",84
"9a4f9fff92160e10606674bfd2533ed7","Collision with motor vehicle",84
"9a52784f4244a11f091b0ee68b5c9f90","Collision with motor vehicle",52
"9a57e75997af774b597e7065566e4b76","Collision with fixed object",49
"9a5a2156719be819ba5e713caa8452e5","Collision with fixed object",88
"9a7addefa56187b595ca8a642e3873bf","Collision with motor vehicle",69
"9a7e0b304ac6630a8759075e4157541e","Collision with fixed object",60
"9a7ed951f01cd28898d8f7295ab5f57d","Collision with motor vehicle",76
"9a8059c3d85cd530b935115b1b1aba92","Collision with fixed object",92
"9a82f405d51bed20844cae8c848faa56","Collision with fixed object",56
"9a9085d2d999cd563c314b97b3829554","Collision with pedestrian",45
"9a9c1966c8df0b7244a21ed7195c64b6","Collision with motor vehicle",58
"9a9db4204ec1dff1fd9e5202de8d135c","Towing",72
"9aa783f84abb4bdb14eb93f601388cae","Collision with fixed object",47
"9aac2fc142d8f970b508ea926bd89766","Collision with motor vehicle",65
"9aae618479ff75b597b8eb58fad31d58","Collision with motor vehicle",49
"9aaf0573ea638578d25efaa4af6533dd","Hit and run",64
"9ab3aa33bf0df0ca810cffadb47f29a6","Collision with motor vehicle",75
"9ab8509e7a3224dcd84206cd9b977317","Collision with motor vehicle",NA
"9abc7c5f827eefdc891334fd3e489a93","Collision with motor vehicle",64
"9ac0f8e513d92a5cc30f2fed09753ff7","Collision with motor vehicle",70
"9ac99d0a7c191ea8a165b20755cdef5d","Collision with motor vehicle",51
"9acb3d68e30a33e0d7b13d4381b46ff6","Collision with motor vehicle",41
"9acb3efd2b5ce5a6092f37ac688a3f3d","Collision with motor vehicle",56
"9ad5d730b7af03e056f48e1c2e2ebf48","Collision with fixed object",86
"9adbf5f9f6dcf9645fe4d6d9a3a73ece","Collision with pedestrian",58
"9adedb74d8202c6707cc96e9df64c159","All other",55
"9aeaa6ec4f0a3a6c17d0faea3d99b4ca","Collision with motor vehicle",63
"9af7c5b7b84989ec67be9f3db57ffd54","Collision with motor vehicle",50
"9b02b54238722e02fb709eb8b5b4bd3e","Collision with motor vehicle",37
"9b1964d805f445c7e6253e92b103543a","Collision with motor vehicle",68
"9b2a14f89374cffb9aedaa85b2331ba2","All other",55
"9b2d847c3ecd2b27721f8c15132dd94b","Collision with motor vehicle",35
"9b2df16f79c0f31c8840ddcd2164e313","Collision with motor vehicle",38
"9b2df430728422ff535e8cca0aa81bed","Collision with motor vehicle",94
"9b31b745bff08bb24089761d2e8c0c22","Collision with motor vehicle",58
"9b38ce8bc077282fb5dfb32b41566b03","Collision with motorcycle",65
"9b434addecd3ff6b9f0a9756df0e6c1e","Collision with motor vehicle",51
"9b4782b012390dcc1149e99c980d3c55","Collision with motor vehicle",47
"9b48426ad460bb2c57be7bddaaa978bf","Collision with motor vehicle",51
"9b4a4d8dbd949e5526da74250bceb629","Collision with motor vehicle",59
"9b50f37d9657ae332e341bf8d50e55d4","Collision with fixed object",49
"9b5de7676a4fe8c037776b2d14c6dbd1","Collision with motor vehicle",87
"9b635f36619be4258bfb9b942d55af38","Collision with fixed object",69
"9b680c94c2d234e9c91658064acbcf30","Collision with motor vehicle",35
"9b728071edccf36f5d9923ae6f63caee","Collision with motor vehicle",69
"9b85befa805dbf277fc12ec490e120e1","Collision with motor vehicle",53
"9b86a9fb236a378331cfa73d9cf9af6e","Collision with motor vehicle",48
"9b8d44cd03d78968cb1a7c90b1bb4883","Collision with motor vehicle",69
"9b91109ef9beca0a1dc6dcc5c03f2302","Collision with motor vehicle",32
"9b98ed538b58429df593f94cd25e92ea","Collision with fixed object",73
"9b98fc6a81a8518e46e5a868dea829e2","Collision with motor vehicle",85
"9bac873af40b0c69b75aebcc6135e996","Theft of entire vehicle",45
"9bb23568d3bce6346d769d8b5696e4f9","Collision with motor vehicle",33
"9bbbc19ba058058716339d2328091e45","Collision with motor vehicle",57
"9bbcd314b0d21d081c6fa8a84fd9858a","Collision with motor vehicle",78
"9bbde8fe9413285b14239fca18f8ab09","Collision with motor vehicle",61
"9bbeb63f19d1a32fc5ea89c9270b2c45","Collision with fixed object",62
"9bbee4168862ceb0391e65ffe9c8b540","Collision with fixed object",51
"9bc6e064e598d2df5dead76cf1b658f2","Collision with motor vehicle",63
"9bc9a2de79e897dad09a85444d336989","Collision with motor vehicle",71
"9bcb7ab5c3b6b07a0beca18935928270","Collision with fixed object",41
"9bdea5d192353ff530d74615f8cf5f8d","Collision with fixed object",74
"9be6ffc2d08fece37437d09bef08e8fa","All other",87
"9bea00b4e6e476ea0df08375b71a2959","Collision with pedestrian",49
"9bed9f105af233171af47bad845d2f7a","Collision with motor vehicle",45
"9c1833e7ca4f39599230635fe8927396","Collision with motor vehicle",53
"9c219aecb72dcfade1a657ed00054457","Rollover",57
"9c2a46d8c1f606b94602da25b525308b","Collision with motor vehicle",52
"9c2ab1102d8a5bf11e4794d62461574f","Collision with fixed object",62
"9c3337d26dfbde15278cb114765118e1","Collision with motor vehicle",27
"9c342ba7fffc1945f1e071452e542d93","Collision with motor vehicle",30
"9c3552135d260167fc03a2da1725b519","Collision with motor vehicle",85
"9c419cc789379df8c56165707c019f86","Collision with motor vehicle",65
"9c47de3a02706efa771475f32661e919","Collision with animal",60
"9c496f487ee77d7ecb6467876f6fdafb","All other",59
"9c4c043d664b002b37733036597559b2","Collision with motor vehicle",63
"9c500185a2997907a77fe3e3b5b9fa97","All other",52
"9c5ab58118f7cc169408d29bf12d20f4","Collision with motor vehicle",33
"9c5b29a4b74eb0a8cc6561e8fdad584e","All other",59
"9c5eb06b792c679e5f2e66adfeb74221","Collision with motor vehicle",68
"9c6a9ad8881cb62be820faf0363ed84b","Collision with motor vehicle",58
"9c6ea9ab26bed6ec8f7648c0e251734c","Collision with motor vehicle",38
"9c6ef88e0b6d7ba46d2d6b08a4ed179b","Collision with motor vehicle",60
"9c7fa92d40e5f1d9049eb8b1c18de40d","Collision with motor vehicle",53
"9c85f48c5bccf64e54e90156bbd1aa7b","Collision with motor vehicle",61
"9c895a4fcfc9d7769a6bfbf9b7432d0f","Collision with motor vehicle",64
"9c8ac186e77f6efc0152128fa974519a","Entering or getting out of a vehicle",55
"9c8b15dec79bf199d67d60c37309eea4","Collision with motorcycle",72
"9c8be008d54f1f3c47482c6824b5cc48","Collision with fixed object",69
"9c90d7f1c30d3600d1b47953623fd9f4","Collision with motor vehicle",46
"9c98d7737197fc431cb29ec2f58667c0","Collision with motor vehicle",56
"9c9f007cb57fecd9a32f2cf039dd2aec","Collision with motor vehicle",68
"9cacb896348584b8043dbcb01cbbed00","Collision with motor vehicle",42
"9cb0befd5ed601e25232c825fe49057c","Collision with motor vehicle",55
"9cb5142dd3efb8dc9f24d6baadc84dd1","Collision with motor vehicle",42
"9cbd25ddc89e635e0e56e75b7eb56bda","Collision with motor vehicle",36
"9cc570d2602be468d8e2bd6378f0132a","Collision with motor vehicle",45
"9cc6a99edeb4e468ba8133e4cad185c1","Collision with motor vehicle",61
"9cd03d05cd47c658500082feadd073fd","Collision with motor vehicle",90
"9cd1b0272358be4750bdcb4ad9c258ab","Collision with animal",59
"9cd6a7dd3b3d841454f637be8e2772bb","Collision with motor vehicle",62
"9cdd3da45071c4b75baeb6de0d4dbbbe","Collision with motor vehicle",66
"9cdee72486ac001dfba5d399533f90b4","Collision with bicycle",60
"9ce1e04de7452d3d2022842bc870d82d","Collision with motor vehicle",81
"9ce3e9b53c0434729f2e1b6918ca40a2","Collision with pedestrian",62
"9ce7e482b56a6269af6c814304ff2965","Collision with motor vehicle",96
"9ce8037e6938af9f6ad273772311c671","Fire",62
"9cee3ba166150214498c04e982a3d1c0","Collision with motor vehicle",27
"9cf73ff2c11c99cd873e32ee48f562ed","Collision with motor vehicle",51
"9cf9227297a81bbfba67186e24525d35","Collision with animal",64
"9d0675b686d907ec6eda79a52f290a30","Collision with motor vehicle",56
"9d0840d2177fa0f7aa9412ec8bbb3b32","Collision with motor vehicle",75
"9d0fd2e68bc1a2abc58cfc155f1a1567","Collision with pedestrian",80
"9d1758cf3b9aa80d458929c75506a8b6","Collision with motor vehicle",33
"9d18efdc33bfbf77cc2d5491623b4435","Collision with motor vehicle",48
"9d1bb8a7f42c9b383613c61b5fea2e49","Collision with motor vehicle",68
"9d216bc806b5710bc0323ddb94d6ab98","Collision with fixed object",94
"9d218082bd3fcac661d113e0c128ad20","Collision with motor vehicle",64
"9d2aa78b18d4c31fcdafcd5221c85a6a","Collision with other object",68
"9d43f3b1def5a2b6ef1b2f7c660e5475","Collision with pedestrian",67
"9d46e030b7edf3086a5c4bb39ef1969e","Collision with motor vehicle",74
"9d4bf5a177bd330e38035be60c3100eb","Collision with motor vehicle",52
"9d5a7fd49ba06e1edc93c5b95d1b4d49","Collision with motor vehicle",51
"9d5a9e5045b6f36417d38b4b147f50c2","Collision with fixed object",63
"9d5b3a6bae5d69f81290aac7b02f6b67","Collision with motor vehicle",59
"9d677487bbba033f8270edc80c971143","Collision with motorcycle",38
"9d6ae7ba8427f500d360f41ed1aa4004","Collision with motor vehicle",51
"9d703bf686502751d146f0c23af20841","Collision with motor vehicle",53
"9d747da049522c147a5f0e7fea5ebf75","All other",46
"9d79d31f2c44010f5fdfd20eeb43dec8","Rollover",78
"9d8688e755e30039fecf4dd73f8f1667","Collision with motor vehicle",65
"9d8e93deef5136003e7ff9f6558f9ab8","Collision with fixed object",61
"9d9100dfea0bde7f03cf9262304cda7a","Hit and run",36
"9d9c2e0aeb9d7b6c2d0aae373feb4911","Collision with fixed object",60
"9d9f11acb22d78ef5374a74de265af9d","Collision with motor vehicle",56
"9d9f53f4151366e8110ee333d28f58c9","Collision with animal",93
"9da0fd855cc9f67fada1212316d1b791","Collision with motor vehicle",62
"9da2993ea3f4a8b70ef4b22ba9d06f50","Collision with motor vehicle",47
"9da2add2ae50e886c07eb6d6b5c861ff","Collision with motor vehicle",59
"9da4c729aed9a9d010aa001d58604417","Collision with motor vehicle",58
"9da9026c7cdcd6516d0cbe962591b4ba","Collision with motor vehicle",33
"9da938649868fe8c498b413cf57ea2f5","Collision with motor vehicle",57
"9dad338c7d5189a5f001c3d719e62bce","Collision with motor vehicle",36
"9daeeeb0b609d31643f9e82657aabda8","Collision with motor vehicle",54
"9db5b4b75e95a8d6a81304b9c886b306","Collision with motor vehicle",59
"9dbdcb43c0aff093cf179d89b83c71c1","Rollover",58
"9dc4af07a6e47c244c88e99252bd988e","Collision with motor vehicle",48
"9dc53e9f1bd0e7b048cc19ae77724dd8","Hit and run",54
"9dc8b8f0f7b17ef28a984e35b08ece81","Collision with fixed object",58
"9dc9369c95c03eb34ec65bcb608fcb69","Collision with motor vehicle",51
"9dd16e8953760f9375a7d26bc86fdd50","Collision with motor vehicle",54
"9de1eaf877b333ad231581784af55e95","Collision with pedestrian",23
"9ded0c109b16f568101817bd9245760e","Collision with fixed object",62
"9df38017ea8f4254b079ab7f580ef532","Collision with motor vehicle",60
"9df3a744ad84b38f555225280c41253c","Collision with motor vehicle",54
"9df4c231bec399120d5f1da9e4ae6d51","Collision with other object",79
"9df58a53f783510c47184f4296ad55be","Collision with motor vehicle",49
"9df6de6103661fec9ebcbc7b53fc845e","Collision with pedestrian",83
"9df846a402c1d051ef854be4e7c0b620","Collision with animal",57
"9dfa2df4202406c6b685426ee0a33fd7","All other",33
"9e01a54e037307513e40033e162d9680","Collision with motor vehicle",45
"9e03bbe630da450348f873ce9e4ebe5f","Collision with motor vehicle",76
"9e0a3633262e2a16588afd1143722f46","Collision with motor vehicle",31
"9e0e7032ac7e2d4f85f5b270b656d0bb","Collision with motor vehicle",61
"9e120473ec9798c90487951342f51912","Collision with motor vehicle",89
"9e13483ffd70c4ce770150783d33e329","Collision with motor vehicle",55
"9e16910cc9d1c979d03e184d4cd9d2dc","Rollover",42
"9e17685677d1adf3d17e31231c0af372","Collision with motor vehicle",65
"9e1862c0da31d07c134065a67d2fd7dd","Collision with motor vehicle",49
"9e1ab7db04af7723599aa819fc4626cb","Collision with motor vehicle",26
"9e1f52e10e515f41bae2c7cf1270b6b2","Collision with motor vehicle",58
"9e2e325b36238cc351919ca889582c45","Collision with motor vehicle",91
"9e31f6ebf6cd5d0df502f8e6a69583bc","Collision with motor vehicle",74
"9e378b798a8f65c9752c5169aeeaa2fb","Collision with motor vehicle",74
"9e382508ceb9c8b5c1085193afb9ac9c","Collision with motor vehicle",61
"9e38facc203e6bad2137d286b4bf375d","Collision with motor vehicle",36
"9e4d71c2bca26285a27294141d3aacb7","Collision with motor vehicle",49
"9e501bc0bdfa8c379b37abf028e98832","Collision with motor vehicle",54
"9e51cbec061217ed9c8588ed643c4554","Collision with motor vehicle",67
"9e5d56a3884cd67c3ad0c129a01b9057","All other",49
"9e5ee31769c33bf3fb8a0396941adbd2","Collision with other object",92
"9e64592bf9ca8a4d40cf73e08a0b98ac","Collision with motor vehicle",67
"9e668c36346cc1b46770e77b5c374da6","Collision with motor vehicle",52
"9e67f14e176ed20933a472f6b3cc85ad","Rollover",60
"9e68327c23381a9da9ff938fda469233","All other",55
"9e68452b2d800b5d8094d9d06bf8226d","Collision with motor vehicle",48
"9e6c7c7c92b806360f49daf89e63cede","Collision with motor vehicle",37
"9e728b0b2390cda98d0b360270e6ce90","Collision with motor vehicle",79
"9e78719c0ebb20e6d510dacf58256adc","Collision with motor vehicle",77
"9e81a8abc65b23ad15ae49fbfb957c52","Collision with motor vehicle",89
"9e8346b4a4d11b47d5b81590d61cc1d1","Collision with motor vehicle",61
"9e8688b78ce63d3bebed0218ee8737e2","Collision with motor vehicle",61
"9e8efd068e013bed35ce2c93231a2045","Collision with motor vehicle",27
"9e94750d24fa04f189932a435bd72f72","All other",46
"9ea1a10b6ebcba112e8356ac0395099e","Collision with motor vehicle",26
"9eb3149e3d22228103a0ed1493032b31","Collision with motor vehicle",49
"9ebb60237811a5f1aac62270d250b4d3","Collision with motor vehicle",38
"9ec96788fde7ff7fe1262cc9517e0336","Collision with fixed object",47
"9eca6ca0b80dc5fcb76250258bb9d4b7","All other",52
"9edf8125014c193125e980ea66c288f1","All other",45
"9ee3db3a30b31a23c44ba88b70a9aa54","Collision with fixed object",85
"9eec0798c8a5a2ab74eecfd2bba8f659","Collision with motor vehicle",61
"9ef2100e00b596b14da234c557ba7161","Collision with motor vehicle",60
"9ef25f85f17be82904195dae0c8519e3","Collision with motor vehicle",73
"9ef2928747bcfcee6535807d0438d076","Collision with motor vehicle",29
"9ef5984289c469b94f6177099803bd0e","Collision with pedestrian",63
"9ef913160e55c09631ad88f1e44b725b","Collision with motor vehicle",29
"9ef9f2455e6f76d22d6f277bddb71993","Collision with motor vehicle",75
"9efefb685a281823dd8c3b8a3f09c600","Collision with motor vehicle",39
"9f0670c5d519b4b4a7e4955444e6c9bc","Collision with animal",37
"9f0b56a2706099b22e20eb03e4a48dac","Collision with motor vehicle",66
"9f133dab40746623eda556124876f5d5","Collision with motor vehicle",58
"9f156d8613f08fad854e6388fe80375e","Collision with motor vehicle",40
"9f15bcecacd6f600d3eb08362196dd5a","Rollover",55
"9f273ec75624ff38b76deec5bb4ef0cd","Collision with motor vehicle",43
"9f2c9a5f9d62e56c9f8bfff41f8e91c8","Collision with fixed object",41
"9f373d6a4eebf627f20a56409fb45009","Collision with motor vehicle",74
"9f3906d17374d46451ae9b1332227f7c","Collision with fixed object",38
"9f3ae6c7b34853f466fa2688f602f9a3","Collision with fixed object",49
"9f4a10aafa3aa089e168e770ff7133ac","Collision with motor vehicle",56
"9f54b312773f478c2ae8f864d3fce1dd","Collision with motor vehicle",88
"9f672e24794d99306b19202d8241f8dc","Collision with animal",22
"9f6ad72fbfe518485647834017489e61","Collision with motor vehicle",93
"9f6cc98668789709d947831334fd210a","Collision with motor vehicle",31
"9f7a244869e304609311a3e5963397a5","Collision with motor vehicle",65
"9f8a34514e7b50497ae9bd2eb2bf236b","Collision with fixed object",70
"9f8b7cd9dbebd4a182e27c41dd76b9cc","Collision with motor vehicle",63
"9f9f885068c04a79ebf326c7b78ea237","Collision with motor vehicle",83
"9fa421fa3bfa2e9e95e558922d3ac2c1","Collision with motor vehicle",89
"9fa6f5f872a04ff683a33ee23d893b2b","Collision with fixed object",24
"9fafe6c2827ea4b583e66d235797c6d4","Collision with motor vehicle",56
"9fb5fbb17f1f13dd9b4884b9156fda0c","Collision with motor vehicle",40
"9fb9ea945d4d9f6b4071df5084038cef","Collision with motor vehicle",55
"9fbdfb6c8d228b6bf16d221bc4f17daa","Collision with fixed object",72
"9fc28d35f935dd76fbcae7b1847740b4","Collision with fixed object",70
"9fc4d3cc374c536c955f69f6300dd226","Collision with motor vehicle",44
"9fc75a1325686c914a43b7f74d4098e7","Collision with motor vehicle",73
"9fd54db3f418880ed1e3d961b68ff6f5","Collision with motor vehicle",54
"9fd565ed13e9c4d5c67b52973a491caa","Collision with pedestrian",67
"9fdcf3b41c1c5fd92df23b00b2b50312","Collision with motor vehicle",74
"9fdddc22f699b8b3669745d6b89a6f82","Collision with motor vehicle",27
"9fe0401e3323b00a5ab3ee48be328fbc","Collision with motor vehicle",38
"9fedbb575b9266ad9ad73001971cbd58","Collision with motor vehicle",66
"9ff15337ccbf0d00d30e3c891dcceab6","Collision with motor vehicle",67
"9ff631fa0b89febb0466f2b3bca4d2cd","Collision with fixed object",69
"9ffb12f49e15b8ef4c1166c6d528ef89","All other",78
"a006716e6e00b9769c4efcfd31f6702e","All other",57
"a00f7aeaf820b4f2d864537f4217bcc1","Collision with fixed object",34
"a01404c1e51f78326c8527a3f784ce41","Collision with motor vehicle",88
"a0179808a9b501782f01e47716e4c648","Collision with motor vehicle",55
"a0201c81bbb80e332b9b266785ffab2d","Collision with motor vehicle",79
"a02adf98b13c31f102c75ab4009c50ca","Collision with motor vehicle",27
"a02c45146f996d32d84bb958a7c90018","Collision with motor vehicle",65
"a02cb29b4302f5c183d17a9eefca2614","Collision with motor vehicle",59
"a037761222ce3cfe0f14e75fb21f7fa0","Collision with motor vehicle",52
"a03ac2786ddb5fb7cc9bfae7915caae5","Collision with other object",67
"a04918f8f6ed3d37590e742ab299c1d7","Collision with animal",57
"a05322aae54f13ddf3ba640220e2d3f4","Collision with motor vehicle",57
"a06312640f33d96974e34266f8588dd1","Collision with motor vehicle",50
"a07b9174a8c4e5fa5e4f115ac6b319f4","Collision with motor vehicle",37
"a07ec547543b9779c01352f0b1793a01","Collision with motor vehicle",31
"a08f17d938ebb8bc69e8f42fa52f221e","Collision with motor vehicle",56
"a0904d7c5155a4e88c5ad3699ec95c2b","Collision with motor vehicle",43
"a096001df544c9cd866b92dfabd1ccea","Collision with motor vehicle",63
"a098fb6faf924d29f4e6a64c23b35316","Rollover",72
"a0a2eecfaaa4673c77057e6cee464a38","Collision with motor vehicle",46
"a0b3731b8eaf346f640c2afe1200cf9f","Collision with motor vehicle",60
"a0b77f0ff6b1b945d21fe47e85204a34","Collision with motor vehicle",58
"a0bfea2f8e9b07bd0a368deb069f1ee7","Collision with motor vehicle",73
"a0d553e4df42eeafb628a36c9d899071","Collision with motor vehicle",63
"a0db6a24d0fd9c5388aad58dc91ade76","Collision with animal",53
"a0dc806f60e3f85e56778edee5be0cd7","Collision with motor vehicle",59
"a0e19a27b5918c383418ea04083d01b1","Fire",56
"a0e1cb8c4a6f62e6d22047372a75b7bf","Collision with motor vehicle",44
"a0e8142660a88d1f2e06a0ecd498f845","Collision with motor vehicle",34
"a0e8369b82cb25f7a672d08a63462f75","Collision with motor vehicle",69
"a0edcd3d38443017308c4d53d49acf8a","All other",51
"a0ede9333813b391d136411d3fd3db5b","Collision with motor vehicle",20
"a0f11edee13010fc2f7559839e86ec5f","Collision with motor vehicle",44
"a0f9e8b248be2bfe5bc0e1931f3afd61","Collision with fixed object",61
"a10163850c0ea16cc631fd220b2dd505","Collision with motor vehicle",61
"a10d2afd71cc304865edba6362e17b54","Collision with other object",80
"a10dc14527de66d4b02d5fa05963e65b","Maintenance of the vehicle",57
"a1125f5b7701c87d0dbb8ea0f67054fb","Collision with fixed object",51
"a118a0d3427e4bacd843b74ef09b6660","Collision with motor vehicle",66
"a11f621eec6a1e79e51063e66d9d0c48","Collision with motor vehicle",88
"a1272b8a2c6fdedb88bb615467cdce24","Collision with motor vehicle",32
"a130d90cb82c7602dcd322f232f9763c","Collision with motor vehicle",72
"a138f11352fd132c3ab6e16f6a4999a8","Collision with motor vehicle",56
"a13c43c2c327ee446d12a5356a5ad816","Collision with motor vehicle",61
"a13d9afc1da5aee593021c944aa38f93","Collision with motor vehicle",72
"a14aca0b3c9196e5cc6871e0312f34c5","Collision with motor vehicle",67
"a1537d9f30b02638b49bdb202ac18caa","Collision with motor vehicle",44
"a1547ae006d6862580fddd8f0589cf33","Collision with motor vehicle",50
"a15b9695414fee3f9f61dad7273484d3","Collision with motor vehicle",70
"a163339179f6085f0aa8e6bf86bba61e","Collision with motor vehicle",77
"a16b288850c495c1f8faaa08969147be","Collision with motor vehicle",64
"a16c36afde2bd0f6ddcdb96073bc262d","Collision with pedestrian",59
"a16d1ca09788854ae1cc6e8336a5f945","Collision with motor vehicle",38
"a170b7c34cd192d3f53bdcdd3eff366f","Collision with motor vehicle",70
"a17821d01a9ef1892a9ae6063e2fbe7b","Collision with motor vehicle",70
"a185ce4abbf48ea0a561da473fa18f90","Collision with motor vehicle",31
"a18bf972d34fa87f30bd012864f2b9b6","Rollover",46
"a19165797c49418508c76d4a14b2ed2b","Collision with motor vehicle",56
"a1962e051382a4375531c2cf2e87b860","Collision with fixed object",86
"a198a4fad361bc1541c73e23797be763","Collision with motor vehicle",59
"a19eb27f3ab17dd2895fdf0b1b8d982e","Collision with motor vehicle",93
"a1aa6e45f68240814129de9aa40474bb","Collision with motor vehicle",54
"a1bc5707f00396a85683cc360103af41","Collision with motor vehicle",58
"a1bff025b04e7e3a9b3cc32100bf57ed","Collision with motor vehicle",62
"a1c196e1c8f704c6dce194daeb08979e","Collision with motor vehicle",40
"a1c33eb5eb85f210c2f0a8adecee01d1","Collision with motor vehicle",59
"a1c5013b4ea5a02c1ceacc01b01f4d3a","Collision with motor vehicle",40
"a1cb8c152880c268fbeeefef86901881","Collision with motor vehicle",57
"a1dc31a6b894fac4a7140ac6f623e940","Collision with motor vehicle",50
"a1e01d742dba406058153eebaa23e30d","Collision with motor vehicle",46
"a1e2bbf740ae6e567ed34fb40aa2e42b","Collision with motor vehicle",38
"a1e642f41dadcb3915a37cdb04ca0365","Collision with motor vehicle",53
"a1e7c58c2ea8c83aa2ac58ef03ac3732","Collision with fixed object",41
"a1ee5256cb23fb99f6229a920fe07a52","Collision with motor vehicle",43
"a1f162c18f42f160aee92804b6b9cf9c","Collision with fixed object",51
"a1f8adf99972e0bb27c9af7fa92915c9","Collision with motor vehicle",53
"a2130a7665f6a1539e52e28146fbb907","Collision with motor vehicle",70
"a215277562a76d2de55fe9c58970db94","Collision with motor vehicle",46
"a217a4f4fc36f42140ff88794039d2ca","Collision with pedestrian",48
"a2256c11cf9d7edfce419626ef3395e3","Collision with motor vehicle",73
"a22912b455f490bca0fbec7a79553040","Hit and run",55
